location_type,parent_station,stop_code,stop_desc,stop_id,stop_lat,stop_lon,stop_name,stop_timezone,stop_url,wheelchair_boarding,zone_id
,,,"",538,13.08730645,77.41254541,"Binnamangala Nelamangala",,,,,
,,,"",1826,13.10642,77.57682,"Jagath Pharma",,,,,
,,,"",2956,12.9423299711,77.5486286078,"Muneshwara Block",,,,,
,,,"",537,13.08747502,77.41254238,"Binnamangala",,,,,
,,,"",1823,12.967742,77.593529,"Jagadale Industries Pvt Ltd",,,,,
,,,"",2959,12.9362709448,77.6071822364,"Muneshwara Temple",,,,,
,,,"",536,12.8260427913301,77.6325962701592,"Bingipura",,,,,
,,,"",1824,12.9714645445,77.6656620204,"Jagadeesha nagar",,,,,
,,,"",2958,12.9294365924,77.5350315683,"Muneshwara nagara Kerekodi",,,,,
,,,"",1829,13.0147913433517,77.530837728718,"Jai Bhuvaneshwari Nagara",,,,,
,,,"",1827,12.890774,77.455167,"Jaggath Pharma",,,,,
,,,"",1828,13.0017114730752,77.6309928117633,"Jai Bharath Nagara",,,,,
,,,"",3291,12.8850499933711,77.8160600759076,"Panditana Agrahara Gate",,,,,
,,,"",3290,12.9744004002063,77.5208301886565,"Panchsheela Nagara",,,,,
,,,"",3295,13.1284234372584,77.3674074969104,"Papabhovipalya Cross",,,,,
,,,"",3294,13.1372367938851,77.3778344661075,"Papabhovipalya",,,,,
,,,"",3293,12.945161,77.528686,"Pantarapalya",,,,,
,,,"",3292,12.8821645863,77.8274195082,"Pandithana Agrahara",,,,,
,,,"",3299,13.0085986663647,77.8430442526825,"Paramanahalli",,,,,
,,,"",3298,12.972026,77.507689,"Papareddy Palya Bus Stand",,,,,
,,,"",3297,12.972274404,77.5080512278,"Papareddy Palya",,,,,
,,,"",3296,13.0657235738923,77.4041249849124,"Papaiahnapalya",,,,,
,,,"",3,12.9949776158498,77.6770919973125,"A Narayanapura",,,,,
,,,"",540,12.970804302,77.5664395653,"Binni Mill",,,,,
,,,"",2940,13.107252,77.45544,"MTTHAHALLI",,,,,
,,,"",2,13.0452256562,77.50835934429,"8th Mile",,,,,
,,,"",3289,12.9297681000818,77.7121410524843,"Panathuru Dinne",,,,,
,,,"",1,13.102396,77.576741,"6th Cross Road Junction",,,,,
,,,"",542,12.968101,77.568104,"Binny Mill",,,,,
,,,"",541,12.9645654560795,77.5618709051194,"Binni Pete",,,,,
,,,"",7,13.0724231985491,77.5235847202901,"Abbigere",,,,,
,,,"",544,13.0655126668075,77.4940164842191,"Bireshwara Circle",,,,,
,,,"",2944,12.966375,77.487767,"Muddana Palya",,,,,
,,,"",6,12.7738241550394,77.409585848663,"Abbanakuppe",,,,,
,,,"",543,12.8078410603733,77.663669167582,"BIOCON",,,,,
,,,"",2943,13.006523,77.598092,"Muddamma Garden",,,,,
,,,"",5,12.9792462946033,77.6807273279197,"Abbaiah Layout",,,,,
,,,"",546,13.0089041139069,77.813063919344,"Bisanahalli",,,,,
,,,"",1810,13.1024388086824,77.6289577428159,"Ittige Factory Yalahanka",,,,,
,,,"",2942,12.971697,77.487854,"Muddaiahnapalya",,,,,
,,,"",4,12.8615807667823,77.3350524057692,"Aane Kempegowdana Doddi",,,,,
,,,"",545,13.169768136,77.4517257605,"Birrayanapalya Mori",,,,,
,,,"",1811,12.830381,77.701081,"Ittina Neela Apartment",,,,,
,,,"",2941,12.733535,77.577868,"Mudalayyanadoddi",,,,,
,,,"",548,12.8737637765734,77.4483757361217,"Biscuit Factory Mysore Road",,,,,
,,,"",1812,12.8819674192405,77.7885848713134,"Ittuguru",,,,,
,,,"",2948,13.1183294525802,77.8869208930554,"Mugabala",,,,,
,,,"",547,13.08029868166,77.4505070401223,"BISCUIT FACTORY",,,,,
,,,"",1813,13.1376227182749,77.4945140443817,"Ivara Kondapura",,,,,
,,,"",2947,13.0950354226,77.332489416,"Mudla Palya",,,,,
,,,"",9,13.0711106211,77.5276539847,"Abbigere Dinne",,,,,
,,,"",1814,12.9424391873,77.6968789101,"J P Margen",,,,,
,,,"",2946,12.9318054859,77.4172528367,"Muddayyanapalya",,,,,
,,,"",8,13.0706784502,77.5295286812,"Abbigere Cross",,,,,
,,,"",549,12.9868375839954,77.8162633306138,"Biscuits Factory",,,,,
,,,"",1815,12.942131,77.696948,"J P Morgan Kadabisanahalli",,,,,
,,,"",2945,13.193708,77.922955,"Muddanahalli Gate",,,,,
,,,"",1816,12.870733,77.583145,"J P Nagara 7th Phase B K Circle",,,,,
,,,"",1817,12.8647826742382,77.5629998408975,"J Srinivasa Reddy Layout",,,,,
,,,"",1818,13.0526205679014,77.8538390734881,"Jadagenahalli",,,,,
,,,"",1819,12.8395056528982,77.3963601364551,"Jadenahalli",,,,,
,,,"",2949,12.8941507502225,77.824167150998,"Mugaluru",,,,,
,,,"",2980,13.14934,77.505176,"Muthkur Cross",,,,,
,,,"",513,12.715799,77.723172,"Bidaragere Attibele Road",,,,,
,,,"",1843,13.03997892,77.51863784,"Jalahalli Cross",,,,,
,,,"",2975,13.0107233428943,77.6152363317099,"Muslim Colony Kadugondanahalli",,,,,
,,,"",512,12.715726,77.723164,"Bidaragere",,,,,
,,,"",1844,13.0461469665,77.5224152114,"Jalahalli Cross Ayyappa Temple",,,,,
,,,"",2974,13.010789242964,77.6153852432816,"Muslim Colony",,,,,
,,,"",511,13.279004,77.689704,"Bidaluru",,,,,
,,,"",1841,13.068748090511,77.6034340882314,"Jakkur Layout Cross",,,,,
,,,"",2977,12.8322209515984,77.7344548994594,"Muthanallur",,,,,
,,,"",510,13.1876256969,77.7708495408,"Bidalapura",,,,,
,,,"",1842,12.92398165,77.60022159,"Jal Bhavan",,,,,
,,,"",2976,13.1550826800142,77.5364074379665,"MUTHAGADAHALLI CROSS",,,,,
,,,"",2971,12.95935465,77.65706544,"Murgeshpalya",,,,,
,,,"",1840,13.06952,77.60158,"Jakkur Layout",,,,,
,,,"",2970,13.2430725505582,77.4480673585909,"Muppadighatta",,,,,
,,,"",2973,12.97385356,77.59541642,"Museum Kasturba Road",,,,,
,,,"",2972,12.9591727,77.65611687,"Murugeshpalya",,,,,
,,,"",519,13.06254,77.59305,"Big Market Sahakara Nagara",,,,,
,,,"",1849,13.050582,77.535969,"Jalahalli Quarters",,,,,
,,,"",518,12.988111086362,77.7314937095452,"Big Bazaar",,,,,
,,,"",517,13.0602543974922,77.7162817856959,"Bidrahalli",,,,,
,,,"",1847,13.073281,77.546409,"Jalahalli Guard Room",,,,,
,,,"",2979,12.9564649973483,77.8062035767728,"Muthkur",,,,,
,,,"",516,13.05682,77.71517,"Bidarahalli cross",,,,,
,,,"",1848,13.0487686290118,77.5504553531453,"Jalahalli Police Station",,,,,
,,,"",2978,12.8432884812,77.7274866868,"Muthanallur Circle",,,,,
,,,"",515,12.8046830278,77.7861027606,"BIDARAGUPPE",,,,,
,,,"",1845,13.069327892592,77.5445883816951,"Jalahalli East",,,,,
,,,"",514,12.8061642374184,77.783542097198,"Bidaraguppa",,,,,
,,,"",1846,13.07363,77.54601,"Jalahalli East Area 7th camp",,,,,
,,,"",2100,12.80067595,77.50841491,"Kaggalipura",,,,,
,,,"",522,12.90018957,77.60086055,"Bilekalli",,,,,
,,,"",1830,13.014604,77.530751,"Jai Bhuvaneshwarinagara",,,,,
,,,"",2966,13.044012,77.490612,"Muniswamappa Layout",,,,,
,,,"",521,13.12578,77.472673,"Bilejaji B.S.",,,,,
,,,"",1831,13.009922606332461,77.5326776371353,"Jai Maruthi Nagara",,,,,
,,,"",2965,12.97704662,77.75092716,"Munish Hospital",,,,,
,,,"",524,13.0544839033238,77.670943311041,"Bileshivale",,,,,
,,,"",1832,12.9193948909708,77.6151009374951,"Jaibheemanagara",,,,,
,,,"",2964,13.00695655,77.59247657,"Munireddy Palya",,,,,
,,,"",523,12.89712,77.60612,"Bilekalli Village",,,,,
,,,"",1833,13.009836365449326,77.53276615003278,"JaiMaruthinagara",,,,,
,,,"",2963,12.7482131398299,77.53650569049,"Muninagara",,,,,
,,,"",2962,13.043735,77.518198,"Munikondappa Badavane",,,,,
,,,"",2961,13.011568,77.528685,"Muneshwaranagara Nandini Layout",,,,,
,,,"",520,12.8367357655769,77.7599528346873,"Bikkanahosahalli",,,,,
,,,"",2960,12.98496827056,77.5030285704945,"Muneshwara temple Sunkadakatte",,,,,
,,,"",1838,12.92512051,77.63691743,"Jakkasandra",,,,,
,,,"",529,12.8120655113053,77.4040384236135,"Billakempana Halli",,,,,
,,,"",1839,13.079371665682,77.6075778640694,"Jakkur",,,,,
,,,"",526,13.125791,77.475669,"Bilijaji",,,,,
,,,"",1834,12.882633,77.425098,"Jaipura",,,,,
,,,"",525,13.1256959426536,77.4755986879479,"Bili Jaji",,,,,
,,,"",1835,12.707264,77.569072,"Jaipura Doddi",,,,,
,,,"",2969,12.9523020051,77.7062292583,"Munnekolalu Cross",,,,,
,,,"",528,12.8102428804631,77.406589003331,"Billa Kempanahalli",,,,,
,,,"",1836,13.1803957221718,77.3456935027048,"Jakkanahalli",,,,,
,,,"",2968,12.948629952305,77.7081751686954,"Munnekolalu",,,,,
,,,"",527,12.975154,77.479876,"Bilikallu",,,,,
,,,"",1837,13.1656415416492,77.3342681467072,"Jakkanahalli Cross",,,,,
,,,"",2967,12.8458545609568,77.6094827099398,"Muniswera devastanna",,,,,
,,,"",3240,12.9570045276214,77.5117203713844,"Nrupathunga Nagara",,,,,
,,,"",3241,12.9580731131,77.5099148601,"Nrupatunga Nagar",,,,,
,,,"",571,12.9823661685304,77.6346814233588,"BMTC Depot-6",,,,,
,,,"",2111,13.0347334034184,77.7589116396851,"Kajisonnenahalli gate",,,,,
,,,"",3242,13.1543454502379,77.4729001864495,"Nrutya Grama",,,,,
,,,"",570,12.870171301499,77.5854862147583,"BMTC Depot-34 Jumbu Savari Dinny",,,,,
,,,"",2110,13.0371748608646,77.7703941240744,"Kajisonnena halli",,,,,
,,,"",3243,13.0252156095954,77.5113073997503,"NTTF",,,,,
,,,"",3244,13.02503,77.51109,"NTTF Cross",,,,,
,,,"",2109,13.008274762,77.86582564,"Kajihosahalli",,,,,
,,,"",3235,12.75389,77.64288,"Nosenoor Cross",,,,,
,,,"",574,12.9786324129,77.802493237,"Bodanahosahalli",,,,,
,,,"",2103,12.799221,77.51187,"KAGGALIPURA School",,,,,
,,,"",2992,12.768466,77.584905,"Muthurayaswami Temple",,,,,
,,,"",3234,12.74883,77.65028,"Nosenoor",,,,,
,,,"",575,12.9263937939,77.7009706199,"Boganahalli",,,,,
,,,"",2104,12.91396913,77.67719954,"Kaikodrahalli",,,,,
,,,"",2993,12.76025,77.61659,"Muthurayaswamy Doddi Cross",,,,,
,,,"",3237,12.9380218405,77.5698452163,"NRColony",,,,,
,,,"",572,12.9628223833,77.8450708743,"BN Bache Gowda Badavane",,,,,
,,,"",2101,12.8065137046132,77.5031559333008,"Kaggalipura Colony",,,,,
,,,"",2994,12.719980451824988,77.69066233205797,"Muthyalamadu Cross",,,,,
,,,"",3236,12.958556,77.535539,"NP Medical Store",,,,,
,,,"",573,12.9436622534157,77.6535672360799,"BNagasandra",,,,,
,,,"",2102,12.843017,77.727152,"Kaggalipura Gate",,,,,
,,,"",2995,13.040474,77.550033,"Muthyalanagar",,,,,
,,,"",3239,12.9569917290918,77.5115682838,"Nrupathunga Nagar",,,,,
,,,"",578,13.0270000483361,77.3670210389814,"Bolamarenahalli",,,,,
,,,"",2107,13.0346833328378,77.7700896326402,"Kaji Sonnenahalli",,,,,
,,,"",2996,13.0435779245816,77.5532646091783,"Muthyalanagara",,,,,
,,,"",3238,13.030361,77.677529,"NRI Layout",,,,,
,,,"",579,12.7541121561,77.4845672306,"Bolare",,,,,
,,,"",2108,13.0346433911,77.759082187,"Kaji Sonnenahalli Gate",,,,,
,,,"",2997,13.0437342357,77.5532052107,"Muthyalangra",,,,,
,,,"",576,12.73739,77.47202,"Bokipura",,,,,
,,,"",2105,12.959318,77.576955,"Kailasipalyam",,,,,
,,,"",2998,13.041352937,77.5487918034,"Muthyalaya Nagar",,,,,
,,,"",577,13.159327775275,77.3977802002788,"BolaMaranahalli",,,,,
,,,"",2106,13.0083308369,77.8657678887,"Kaji Hosahalli",,,,,
,,,"",2999,13.0382630742835,77.5533486723795,"Muthyalaya Nagar Cross",,,,,
,,,"",3250,12.9822041,77.56790264,"Okalipuram",,,,,
,,,"",3251,12.9950532728252,77.6438378383011,"Old Bayappanahalli",,,,,
,,,"",3254,12.7139355465132,77.4815905220668,"Old Gabadi",,,,,
,,,"",580,13.0250683241,77.5574772153,"Bombay Dyeing",,,,,
,,,"",2120,13.0090474185669,77.168042165524,"Kaleri",,,,,
,,,"",2991,12.7278668222285,77.5071964861527,"Muthurayapura Cross",,,,,
,,,"",3255,12.92069,77.60533,"Old Gurrappana Palya",,,,,
,,,"",2990,12.7238801531992,77.5148285478934,"Muthurayapura",,,,,
,,,"",3252,12.9919551127,77.534378618,"Old Bus Stop",,,,,
,,,"",582,12.8149723035349,77.320281361483,"Bommachanna Halli Temple",,,,,
,,,"",2122,12.83260399,77.58909187,"Kalkere",,,,,
,,,"",3253,12.99213,77.53403,"Old Bus Stop BEML",,,,,
,,,"",581,12.8035079688,77.3146797996,"Bommachanna Halli",,,,,
,,,"",2121,12.94844524,77.5527819246,"Kalidasa Layout",,,,,
,,,"",2989,12.768459,77.584916,"Muthurayanaswami Temple",,,,,
,,,"",3248,12.8178043077873,77.5205073442582,"OB Choodahalli",,,,,
,,,"",583,12.8034995637637,77.3145832198513,"Bommachannahalli",,,,,
,,,"",2112,12.8301288094,77.3630951811,"Kakaramana Halli",,,,,
,,,"",2983,12.9563032743393,77.8062738076182,"Muthkuru",,,,,
,,,"",3247,13.089132,77.665938,"Oasis School",,,,,
,,,"",584,13.0121354053765,77.8717046083837,"Bommana Bande",,,,,
,,,"",2113,13.0610077032387,77.3800076894285,"Kakke Palya",,,,,
,,,"",2984,12.9376959897778,77.786436075385,"Muthsandra",,,,,
,,,"",3246,12.7991358005,77.6610832382,"O-MAX CIRCLE",,,,,
,,,"",585,12.8992453124,77.6267751027,"Bommana Halli Devasthana",,,,,
,,,"",2114,13.2150548618778,77.5280091710159,"Kakkehalli",,,,,
,,,"",2981,13.1429847882703,77.5023724503974,"Muthkur Cross Hesaraghatta",,,,,
,,,"",3245,13.090185192727015,77.40914376227954,"Nursery",,,,,
,,,"",586,13.0120785342886,77.8717773057809,"Bommanabande",,,,,
,,,"",2115,13.1839562179787,77.5187081476271,"Kakolu",,,,,
,,,"",2982,13.1562762894,77.50917105,"Muthkur Hesaraghatta",,,,,
,,,"",587,12.90483535,77.63007568,"Bommanahalli",,,,,
,,,"",2116,12.960413,77.701317,"Kala Mandir Marathalli",,,,,
,,,"",2987,12.8593826573,77.4012319185,"Muthurayana Pura",,,,,
,,,"",588,12.905328,77.630091,"Bommanahalli Hosur Road",,,,,
,,,"",2117,13.1038588152216,77.5166478452431,"Kalathammanahalli",,,,,
,,,"",2988,12.8486861754,77.3678581137,"Muthurayanagudi Palya",,,,,
,,,"",589,12.761538,77.635183,"Bommandanahalli",,,,,
,,,"",2118,12.8659809,77.59177188,"Kalena Agrahara",,,,,
,,,"",2985,12.9293740021361,77.8204844470362,"Muthugadahalli",,,,,
,,,"",3249,12.9561863564118,77.8241890800112,"Obalapura",,,,,
,,,"",2119,13.1470832160225,77.5120032099396,"Kalenahalli",,,,,
,,,"",2986,12.72311,77.48432,"Muthugadahalli Cross",,,,,
,,,"",3263,13.0606037797296,77.8739099515943,"Orahalli",,,,,
,,,"",2133,12.9459258076,77.3180944193,"Kallur",,,,,
,,,"",3264,13.010456,77.56445,"Orian Mall Yeshwanthapura",,,,,
,,,"",2132,12.9327328818188,77.8409075854213,"Kallukunte Agrahara",,,,,
,,,"",3265,13.00995,77.55459,"Orian Mall Yeshwanthpura",,,,,
,,,"",2131,12.776915,77.362348,"Kallugopahalli",,,,,
,,,"",3266,12.927253,77.679602,"ORRCA-ECOSPICE",,,,,
,,,"",2130,13.1777998622093,77.4343619202322,"Kallodu",,,,,
,,,"",3260,13.0082251619442,77.6524334365492,"OMBR Layout",,,,,
,,,"",3261,12.89933,77.504722,"Omkaranagara",,,,,
,,,"",3262,12.9022434366,77.80237331151,"Ontimane",,,,,
,,,"",1809,12.97474,77.43486,"Ittige Factory Magadi Road",,,,,
,,,"",1808,13.0684889934139,77.3947822218543,"Ittige Factory",,,,,
,,,"",1807,12.9239340406,77.5436215103,"Ittamadu",,,,,
,,,"",1806,13.1706334860777,77.542562598043,"Ittagalapura",,,,,
,,,"",1805,12.9862341285,77.7316910494,"ITPL Back Gate",,,,,
,,,"",1804,12.9865980231715,77.7435312144342,"ITPL",,,,,
,,,"",1803,12.968806,77.500022,"ITI Layout Mallathalli",,,,,
,,,"",558,12.984779,77.614584,"BM English School Ulsoor",,,,,
,,,"",1802,12.9694071226,77.5064164214,"ITI Layout Mallathahalli",,,,,
,,,"",559,13.13407,77.56906,"BMS College Campus",,,,,
,,,"",1801,13.0338436202401,77.5688484072775,"ITI Layout Dollars colony",,,,,
,,,"",556,12.984679,77.61443,"BM English School",,,,,
,,,"",1800,12.95116,77.52182,"ITI Layout",,,,,
,,,"",2129,13.1053349376,77.3043584917,"KALLI PALYA",,,,,
,,,"",557,13.106917,77.669718,"BM English School Bellahalli",,,,,
,,,"",554,13.102538,77.569793,"Blue bell School",,,,,
,,,"",2127,13.0099045858333,77.4139537254925,"Kallegoudana Palya",,,,,
,,,"",555,13.06555,77.5526,"Blue Field Garden",,,,,
,,,"",2128,12.790326,77.593696,"Kalleshwari",,,,,
,,,"",3257,12.97354479,77.75031785,"Old Sai Baba Hospitals",,,,,
,,,"",552,13.1057822552152,77.294206077159,"BITTASANDRA COLONY",,,,,
,,,"",2125,13.1956610546458,77.3209386632814,"Kallaghatta",,,,,
,,,"",3256,12.9899264406,77.5548432861,"Old Police Station ESI",,,,,
,,,"",553,12.8708311662823,77.5832832634143,"BK Circle",,,,,
,,,"",2126,13.10588,77.78888,"Kallahalli",,,,,
,,,"",3259,13.0336009734817,77.5041360893561,"Om timber",,,,,
,,,"",550,13.0871904641,77.1418627258,"Biskur",,,,,
,,,"",2123,12.77099,77.62734,"Kallabala Cross",,,,,
,,,"",3258,13.0396323449309,77.6679261787845,"Om Shakthi Temple",,,,,
,,,"",551,13.1075227844807,77.2867436429323,"Bittasandra",,,,,
,,,"",2124,12.76926,77.62221,"Kallabalu",,,,,
,,,"",3276,12.9176150183253,77.5596909614448,"Padmanabha Nagara",,,,,
,,,"",2142,13.02529058537,77.64053667365,"Kalyananagara 80 Feet Road",,,,,
,,,"",3277,12.9185465723,77.5574022811,"Padmanabha Nagara Rock",,,,,
,,,"",2141,12.96775,77.523844,"Kalyananagara",,,,,
,,,"",3274,12.8854616079,77.3584517743,"Pachepalya Cross",,,,,
,,,"",560,13.026508,77.638751,"BMT-23",,,,,
,,,"",2144,13.0263489190623,77.6381002465657,"Kalyananagara Bus Stand",,,,,
,,,"",3275,12.896279,77.548491,"padauka mandra",,,,,
,,,"",2143,12.9690325972634,77.5179729234328,"Kalyananagara Bridge",,,,,
,,,"",3272,13.0215170771436,77.6047933438774,"P&T Quarters",,,,,
,,,"",3273,12.8841347366205,77.3607699644643,"Pachepalya",,,,,
,,,"",3270,12.9025380593,77.5832257513,"Oxford Dental College",,,,,
,,,"",2140,13.0263655653666,77.6364009012997,"Kalyana Nagara",,,,,
,,,"",3271,13.0133680696877,77.6167513259618,"P&T Kadugondanahalli Police Station",,,,,
,,,"",569,12.906699,77.52047,"BMTC Depot-21",,,,,
,,,"",565,12.925087,77.554455,"BMTC Depot-13",,,,,
,,,"",2138,12.984873,77.184105,"Kalya Main Road",,,,,
,,,"",566,12.94081834,77.6246332,"BMTC Depot-15",,,,,
,,,"",2139,13.025987,77.63839,"Kalyan Nagara Bus Stand",,,,,
,,,"",567,12.94108294,77.62407271,"BMTC Depot-15 Koramangala",,,,,
,,,"",568,12.959281,77.526694,"BMTC Depot-17",,,,,
,,,"",561,13.067235,77.425249,"BMT-43",,,,,
,,,"",2134,12.8907574362863,77.6258793150417,"Kallyanamantappa",,,,,
,,,"",3269,12.927874,77.681056,"Outer Ring Road Company Association",,,,,
,,,"",562,13.028618,77.593401,"BMT14",,,,,
,,,"",2135,12.979434,77.182286,"Kalya",,,,,
,,,"",3268,13.031156,77.510409,"Out Door Clothing Company",,,,,
,,,"",563,12.955185,77.596217,"BMTC Depot-03",,,,,
,,,"",2136,12.9579531823383,77.2213819738946,"Kalya Gate",,,,,
,,,"",3267,12.78107,77.63122,"Otis Circle",,,,,
,,,"",564,12.9069696276769,77.474292057841,"BMTC Depot-12 Gate Kengeri",,,,,
,,,"",2137,12.958284258945,77.2206841354997,"Kalya Gate Magadi",,,,,
,,,"",2146,12.970659,77.717431,"Kalyani Platina",,,,,
,,,"",2145,12.9017525073,77.5948678795,"Kalyani Magnum JP Nagara",,,,,
,,,"",2148,13.0255978588173,77.4475911539694,"Kamadhenu Kshethra",,,,,
,,,"",2147,13.0298223402799,77.4390101194214,"Kamadenu Kshetra",,,,,
,,,"",2149,12.98432339,77.52803302,"Kamakshipalya",,,,,
,,,"",2150,13.1982535926487,77.4892005345381,"Kamakshipura",,,,,
,,,"",2151,12.923782,77.554126,"Kamakya",,,,,
,,,"",3200,13.009424,77.474924,"NICE Road 4th Stone",,,,,
,,,"",2152,12.924105587702,77.5522527764731,"Kamakya Talkies",,,,,
,,,"",2153,13.0256143212,77.5576726813,"Kamala Neharu Extension",,,,,
,,,"",2154,12.992358366,77.5385998283,"Kamalanagar 8th Main",,,,,
,,,"",2155,12.9927798919,77.5306286383,"Kamalanagar BEML layout",,,,,
,,,"",3201,12.971167,77.47124,"NICE Road 5th Stone",,,,,
,,,"",1894,12.9309249873242,77.578325048991,"Jayanagara 6th Block",,,,,
,,,"",2159,12.992252,77.534305,"Kamalanagara Old Bus Stop",,,,,
,,,"",3202,12.945957,77.469875,"NICE Road 6th Stone",,,,,
,,,"",1895,12.9276436195,77.5780933443,"Jayanagara 7th Block",,,,,
,,,"",2158,12.99268,77.53058,"Kamalanagara BEML Layout",,,,,
,,,"",3203,12.937888,77.46935,"NICE Road 7th Stone",,,,,
,,,"",1892,12.9284826437007,77.58420959115,"Jayanagara 4th Block",,,,,
,,,"",2157,12.995735351,77.5398873724,"Kamalanagar Water Tank",,,,,
,,,"",3204,12.926821,77.469279,"NICE Road 8th Stone",,,,,
,,,"",1893,12.9168966960529,77.5849279305266,"Jayanagara 5th Block",,,,,
,,,"",2156,12.9960959222266,77.5302095179366,"Kamalanagar Bus Stop",,,,,
,,,"",3205,12.88757,77.485267,"NICE Road 9th Stone",,,,,
,,,"",1898,12.91682,77.59707,"Jayanagara 9th Block East",,,,,
,,,"",3206,12.919398,77.531791,"NICE Road BME-1",,,,,
,,,"",1899,12.91697,77.59696,"Jayanagara 9th East",,,,,
,,,"",3207,12.893499,77.513461,"NICE Road BME-2",,,,,
,,,"",1896,12.9244893132364,77.5779493793113,"Jayanagara 8th Block",,,,,
,,,"",3208,12.850061,77.59012,"NICE Road Toll Bannerghatta Road",,,,,
,,,"",1897,12.91722,77.58934,"Jayanagara 9th Block",,,,,
,,,"",3209,12.85803,77.658709,"NICE Road Toll Electronic City",,,,,
,,,"",2161,12.975241,77.607886,"Kamaraj Road",,,,,
,,,"",2162,13.0167906918,77.8617201839,"Kamarasanahalli",,,,,
,,,"",2160,12.90754010883,77.79634463194,"Kamanahalli",,,,,
,,,"",2165,13.13105,77.80423,"Kambalipura",,,,,
,,,"",2166,12.8719609603,77.4618052505,"Kambipura",,,,,
,,,"",3211,12.903629,77.470055,"Nice Road Toll Kengeri",,,,,
,,,"",2163,12.8303604014,77.6913833153,"KAMASANDRA",,,,,
,,,"",3210,12.858225,77.525987,"NICE Road Toll Kanakapura Road",,,,,
,,,"",2164,13.0997342033734,77.3111714168661,"KAMBADA KALLU",,,,,
,,,"",3218,13.0757523297173,77.6049385818283,"NILGIRI WINES",,,,,
,,,"",3219,13.0584192283701,77.7559605849461,"Nimbekayipura",,,,,
,,,"",3216,13.0972966645244,77.8558178377477,"Nidaghatta Cross",,,,,
,,,"",3217,12.9122555904008,77.6519080489745,"NIFT COLLEGE",,,,,
,,,"",3214,12.936933,77.531249,"NICE Road Toll Veerabhadranagara",,,,,
,,,"",2168,13.2249779316321,77.5926003305877,"Kamenahalli",,,,,
,,,"",3215,13.0945071951,77.87125309,"Nidaghatta",,,,,
,,,"",2167,12.7609616644619,77.7438765009919,"Kamblipura",,,,,
,,,"",3212,12.990165,77.472308,"NICE Road Toll Magadi Road",,,,,
,,,"",3213,12.90228,77.470455,"Nice Road Toll Mysore Road",,,,,
,,,"",2169,13.054717,77.54115,"Kammagondanahalli",,,,,
,,,"",3222,12.941532,77.559671,"Nirmala Stores",,,,,
,,,"",2174,13.030003,77.438947,"Kammasandra Colony",,,,,
,,,"",3221,12.995142,77.610715,"Nimra maszid",,,,,
,,,"",2175,13.0392835536843,77.6074010113239,"Kanakanagara",,,,,
,,,"",3220,12.939739,77.597956,"Nimhans Hospital",,,,,
,,,"",2176,13.1382904051389,77.4347740191913,"Kanakanagara Gate",,,,,
,,,"",2177,13.0348830829057,77.6045899188902,"Kanakanagara(Goutam College)",,,,,
,,,"",2170,13.0636451292182,77.5305695270893,"Kammagondanahalli Temple",,,,,
,,,"",2171,13.0176250264,77.6364562009,"Kammana Halli",,,,,
